FeatureID,Name,Formula,calc_mw,mz,rt,annot_source,Annot. Source: mzVault Search
Feature0084,NA,C2 H2 O10,185.96423,186.97151,2.383,NA,No results
Feature0083,NA,C9 H25 N5 O3 P2 S,345.11707,346.12434,3.955,NA,No results
Feature0082,NA,C8 H7 N O2 P2,210.9955,212.00241,1.171,NA,No results
Feature0081,NA,C6 H13 N10 O2 P3,350.0431,351.05037,4.747,NA,No results
Feature0080,NA,C12 H22 N7 O17 P3 S,661.00029,662.00756,1.746,NA,No results
Feature0079,NA,C6 H8 N2 O P2,186.01188,187.01915,1.171,NA,No results
Feature0078,NA,C7 H12 N8 O7 S3,416.00012,417.0074,4.747,NA,No results
Feature0077,NA,C9 H2 Cl O2 P,207.94745,208.95472,0.973,NA,No results
Feature0076,NA,NA,453.03669,454.04397,2.792,NA,No results
Feature0075,NA,C8 H9 N2 O P,180.04554,181.05282,2.18,NA,No results
Feature0074,NA,C13 H28 N2 O2 P2 S2,370.10574,371.11302,3.063,NA,No results
Feature0073,NA,C8 H12 N2 O2,168.08973,186.12356,1.386,NA,No results
Feature0072,NA,C H N5 O8 S,242.95405,243.96133,0.976,NA,No results
Feature0071,NA,C3 H4 N5 O2 P3,234.95757,235.96485,0.975,NA,No results
Feature0070,NA,C4 H6 N10 S2,258.02175,259.02903,3.94,NA,No results
Feature0069,NA,C4 H12 Cl N3 O P2,215.01493,216.02221,2.387,NA,No results
Feature0068,NA,NA,200.99931,202.00659,2.381,NA,No results
Feature0067,NA,C8 H4 Cl O3 P,213.95916,214.96643,3.941,NA,No results
Feature0066,NA,C4 H7 N2 O P3 S,223.94895,224.95615,0.975,NA,No results
Feature0065,NA,C10 H11 N4 P,218.07237,219.07965,4.867,NA,No results
Feature0064,NA,C6 H10 Cl2 N3 P,224.99937,226.00664,3.944,NA,No results
Feature0063,NA,C3 H9 N10 O4 P3,342.00223,343.00951,2.302,NA,No results
Feature0062,NA,C3 H8 N6 O3 P2 S3,333.92819,334.93547,3.944,NA,No results
Feature0061,NA,C37 H58 N3 O11 P3 S,845.30082,846.3081,2.697,NA,No results
Feature0060,NA,C3 H Cl2 N5 O7 P2,350.87465,351.88192,0.977,NA,No results
Feature0059,NA,C2 H5 N O7,155.00681,156.0141,0.977,NA,No results
Feature0058,NA,C25 H14 O2 S,378.07241,379.07968,1.055,NA,No results
Feature0057,NA,C6 H10 O6 P2,239.99508,241.00235,2.382,NA,No results
Feature0056,NA,NA,607.97606,608.98334,1.599,NA,No results
Feature0055,NA,C40 H49 N9 O6 P2 S,845.3011,846.30837,2.565,NA,No results
Feature0054,NA,C6 H10 N2 O4 P2,236.01146,237.01872,2.434,NA,No results
Feature0053,NA,C17 H30 N10 S2,438.21113,439.2184,1.858,NA,No results
Feature0052,NA,C15 H33 N10 O P3 S2,526.15086,527.15814,1.737,NA,No results
Feature0051,NA,NA,216.09961,217.10689,2.294,NA,No results
Feature0050,NA,C8 H15 N3 O2,185.1163,186.12358,1.415,NA,No results
Feature0049,NA,C6 H7 N2 O5 P,218.00884,219.01611,5.216,NA,No results
Feature0048,NA,C8 H3 N2 O5 P,237.97829,238.98556,2.381,NA,No results
Feature0047,NA,C5 H16 N O12 P3,374.98871,375.99599,4.806,NA,No results
Feature0046,NA,C14 H23 N9 O15 P2 S2,683.02399,684.03127,1.751,NA,No results
Feature0045,NA,C4 H6 N3 O10 P3,348.92695,349.93422,2.384,NA,No results
Feature0044,NA,C3 H9 O5 P3,217.96617,218.97345,1.335,NA,No results
Feature0043,NA,C7 H14 N2 O4 P2,252.04276,253.05002,1.057,NA,No results
Feature0042,NA,NA,114.98109,115.9883,0.974,NA,No results
Feature0041,NA,C H3 N2 O8 P S,233.93399,234.94126,0.973,NA,No results
Feature0040,NA,C13 H2 N O3 P,250.97601,251.98328,2.494,NA,No results
Feature0039,NA,C6 H19 N5 O4 P2,287.09232,288.0996,2.285,NA,No results
Feature0038,NA,C27 H36 O18 P2,710.13783,711.14511,2.238,NA,No results
Feature0037,NA,C5 H4 N6 O7 P2,321.96227,322.96955,1.842,NA,No results
Feature0036,NA,C11 H26 N9 O7 P,427.16857,428.17585,1.616,NA,No results
Feature0035,NA,C9 H16 N P S,201.07482,202.08209,1.803,NA,No results
Feature0034,NA,C14 H13 Cl N2 O S3,355.98912,356.9964,4.747,NA,No results
Feature0033,NA,C6 H8 Cl N O9,272.98818,273.99546,3.399,NA,No results
Feature0032,NA,C2 H N4 P3 S,205.91438,206.92166,0.98,NA,No results
Feature0031,NA,NA,550.06602,551.0733,4.745,NA,No results
Feature0030,NA,C6 H7 N3 O6 P2,278.98012,279.9874,2.384,NA,No results
Feature0029,NA,NA,186.11882,187.1261,7.518,NA,No results
Feature0028,NA,C6 H10 N4 O4 P2,264.01755000000003,265.02483,1.38,NA,No results
Feature0027,NA,C5 H12 N2 O9,244.05377,245.06105,1.049,NA,No results
Feature0026,NA,C7 H14 O8 P2,288.01751,289.02479,3.319,NA,No results
Feature0025,NA,C2 H3 N O2,73.01635,74.02362,2.494,NA,No results
Feature0024,NA,C9 H11 N O2,165.07888,166.08616,2.183,NA,No results
Feature0023,NA,C3 H5 N3 O8 S,242.9807,243.98798,2.386,NA,No results
Feature0022,NA,C5 H11 N10 O2 P3,336.02751,337.03479,4.747,NA,No results
Feature0021,NA,C3 H8 N O5 P3 S,262.93389,263.94117,0.971,NA,No results
Feature0020,NA,NA,282.18366,283.19093,3.37,NA,No results
Feature0019,NA,C8 H6 N2 O2,162.04284,163.05012,5.429,NA,No results
Feature0018,NA,C8 H N2 O2 P,187.9771,188.98438,2.377,NA,No results
Feature0017,NA,C20 H30 O16,526.15073,527.15801,1.635,NA,No results
Feature0016,NA,C4 H14 N6 O10,306.07573,307.08301,2.721,NA,No results
Feature0015,NA,C3 H2 N6 O11 P2,359.92569,360.93297,2.382,NA,No results
Feature0014,NA,C5 H N5 O5,210.99725,212.00453,2.27,NA,No results
Feature0013,NA,C6 H18 N5 O4 P S4,382.99656,384.00383,4.802,NA,No results
Feature0012,NA,C8 H10 N2 O3,182.06902,183.07631,3.245,NA,No results
Feature0011,NA,C3 H12 N6 O2 S5,323.96263,324.9699,1.837,NA,No results
Feature0010,NA,C2 H4 O11 S,235.94732,236.9546,0.926,NA,No results
Feature0009,NA,C3 H9 N7 O8 P2,332.99939,334.00666,3.406,NA,No results
Feature0008,NA,C6 H12 Cl N9 O2,277.07963,278.08691,1.77,NA,No results
Feature0007,NA,C6 H14 N9 P3,305.05795,306.06523,4.277,NA,No results
Feature0006,NA,C3 H5 N8 P3,245.98538,246.99265,1.841,NA,No results
Feature0005,NA,C H2 N9 O3 P S,250.97398,251.98126,2.321,NA,No results
Feature0004,NA,C3 H8 Cl N3 O3 S3,264.94226,265.94953,1.024,NA,No results
Feature0003,NA,C6 H12 Cl N3 O4 P2 S,318.97152,319.97879,2.382,NA,No results
Feature0002,NA,NA,208.96314,209.97042,1.83,NA,No results
Feature0001,NA,C4 H10 Cl N9,219.07414,220.08142,2.828,NA,No results
